,xml_filenames,string,date_notBefore,date_notAfter,date_exact,date_cert
263,iAph070011.xml, σ σσ  ,0101,0300,none,no value
264,iAph010175.xml,υσταμενουσθεκΟΥΟΣΕΝΔΕΣΙΟΣΠΙΘΕΝΝεικόμαχος Βλάστος υἱὸς Λουκίου Ἀντωνίου Νεικομάχου Βλάστου καὶ  Ἀντώνιος  υἱὸς αὐτοῦ προμοίρως τελευτήσαςου Κλαυδίου συ,0166,0300,none,low
265,iAph110205.xml, Εὔπλους ἐπύει ,-0200,-0001,none,low
266,iAph010194.xml,νιρκιτυεπριλιλ ,0401,0600,none,low
267,iAph121006.xml,"ἡ βουλὴ καὶ ὁ δῆμος ἐτείμησαν Ἰάσονα Μηνοδότου τοῦ Μενάνδρου  Πραβρέα ἄνδρα καλὸν καὶ ἀγαθὸν γένους  πρώτου καὶ ἐνδοξοτάτου καὶ συνεκτικό  τος τὴν πατρίδα γυμνασιαρχήσαντα καὶ  στεφανηφορήσαντα μεγαλοψύχως καὶ ἐν δόξως καὶ ἀρχιερατεύσαντα τῶν Σεβαστῶν καὶ  ἀγωνοθετήσαντα δίς τετελειωκότα δὲ καὶ  ἐκ τῶν ἰδίων τοῦ γραμματοφυλακίου σὺν  καὶ Ἰουλίᾳ Παύλᾳ τῇ γυναικὶ τοῦ περιστώου στοᾶς μεσημβρινῆς ἀπὸ θεμελίων τὸ κὸν πᾶν καὶ τὸν ἐν αὐτῇ οἶκον σὺν περιφλιώμασιν  καὶ βιβλιοθήκαις καὶ τοῖς παρ′ αὐτὸν ἐργαστηρίοις  διστέγοις δυσὶν καὶ στοᾶς ἀνατολικῆς ἀπὸ θεμε 



λίων

 διάστυλα ὀκτὼ μετενηνοχότα δὲ εἰς



ταύτη

ν καὶ τῆς παλαιᾶς στοᾶς κατὰ τὸ γενόμ[ενον]  




ψήφισμα
 



διάσ

τυλα ὀκτώ· καὶ στοᾶς δυσμικῆς διάστυλον ἕν τοῖς τε κείοσιν 



τῆς

 




στοᾶς
 




ταύτ
ης προσεπιτεθεικέναι τὰς κεφαλὰς πᾶσι



ν

 



τά

 



τε

 




ἐπιστύ
λια  καὶ ζωφόρους καὶ γείση τοῖς κείοσιν ἐπι



τεθει

κέναι  πᾶσιν κείοσίν τε αὐτῆς πεντε ἔχουσιν τοὺς αίους μόνους ἐπιτεθεικέναι τοὺς λοιποὺς σφονδύλους πάντας· τοῦ δὲ οἴκου τοῦ βορινοῦ τῆς τε ἐξέδρας τὰ λεί




ποντα
 λευ



κόλ

ιθα πεποιηκότα πάντα σὺν ὀροφαῖς καὶ τοῖς ἐν τῷ οἴκῳ κείοσιν καὶ βιβλιοθήκαις καὶ τοῖς φυ



ραμ

ατικοῖς καὶ τοῖς λοιποῖς πᾶσιν ἐργαστήριά τε σὺν τοῖς ἐν τῇ ἐξέδρᾳ τετελειωκότα δέκα  ἐννέα τὸ δὲ περίστωον ὅλον δεδοκῶσθαι καὶ  κεκεραμῶσθαι καὶ ὠροφῶσθαι καὶ συντετελει  ῶσθαι ἐκ τῶν ἰδίων ὑφ′ ἑαυτοῦ σὺν καὶ τοῖς  ἐφεστῶσιν θυρώμασιν πᾶσιν   τγιολ",0034,0100,none,low
268,iAph010028.xml,Μηχαήλ.,0401,0600,none,low
269,iAph080201.xml,ει ,no value,no value,no value,no value
270,iAph030006.xml,"Φλαουίου Πελαγίου Ἰωάννου τοῦ λαμπροτάτου ἡγεμόνος
",0368,0400,none,low
271,iAph090041.xml,  Τιβέριος Κλαύδιος Καῖσαρ  Βρεττανία ,0044,0054,none,no value
272,iAph150239.xml, τη,0001,0200,none,no value
273,iAph080023.xml,ἡ βουλὴ καὶ ὁ δῆμος ἐτείμησαν Τιβέριον Κλαύδιον Διογένην ἀρχιερέα τῆς  Ἀσίας καὶ σεβαστοφάντην καὶ ἀγωνοθέ την   εὐεργέτην δίκαιον φιλάνθρωπον φιλοπολείτην  νομοθέτην δὶς γυμνασιαρχήσαντα καὶ τὰς ἀρχὰς τὰς λοιπὰς ἀνυπερθέτως πεπληρωκότα πάσας  ,0034,0100,none,low
274,iAph110206.xml,"
Ἀντίπα
τρος
Ἀρτεμιδώ
ρου
γυμνασιαρχή 
σας
τοιει
ησσκα

ρν",-0200,-0001,none,low
275,iAph150017.xml, ΝΝΙΙΙΟ ΛΟΥ τοῦ Ιδωρου τοῦ Ι ΕΩΣΣΚΟΙ ΤΥΣ εὐν ΟΣ ΣΤ ΤΡΟ ,0101,0300,none,no value
276,iAph080903.xml,   ἡ σορὸς ἐστιν   Διονυσίου Κ πιθυμη τεννεκτι ικιονιεκτη    ,0001,0400,none,low
277,iAph150335.xml, ἡ σορός  θυγατρός   νίου  χονίου   ΣΙΜ    ,0201,0300,no value,low
278,iAph020301.xml, Ἀθηναγόρ τοῦ Εὐμάχου ΞΑΟ  ,-0001,-0100,none,low
279,iAph130131.xml,   διι  λ  ηυμων ον ἐπὶ στεφανηφόρου  ου Ἑρμο   κρά  τους  μηνὸς  Κλαυδιήου,0101,0300,none,low
280,iAph110046.xml, ΙΙΕΙΙΙΟΡ.ΔΙΑΙΟΙΑ   Στατιλίου Ζωτικοῦ τοῦ Ζωτικοῦ ἐν τῇ ἰσώστῃ κεκήδευται Τιβ. Κλαυ. ΑΝΙ   Αἴλιος Ἡλιόδωρος ἕτερος δὲ οὐδεὶς ἕξει ἐξουσίαν ἐνθάψαι τινὰ ἢ ἐκθάψαι  ,0101,0300,none,low
281,iAph080066.xml,εισφοοιν,0101,0600,none,no value
282,iAph120108.xml,"
ὑπὲρ τῆς τῶν
κυρίων Αὐτοκρα
		τόρων καὶ Καισάά
ρων αἰωνίου
 διαμονῆς
",0293,0311,both,no value
283,iAph120807.xml,  Ἀγαθῇ Τύχῃ   Μᾶρκος Ἀντώνιος Ποπίλλιος Ἀγέλαος σοφιστὴς πρωτονεωποιὸς ς,0101,0200,none,low
284,iAph110049.xml, διιλ Ἀπολωνιο ου χρυ Εἰδαίου ατρος   ,0001,0200,none,low
285,iAph150344.xml, ἡ σορὸς καὶ ὁ τόπος  ἐν ᾧ ἐπικεῖται ἐστιν   ,0250,0400,no value,low
286,iAph130405.xml, ΑΛΩ σογ οκλι,0201,0300,none,no value
287,iAph120401.xml,"φ  ῶς
ζω  ή Χρ  ιστὲ
νί  κα",0401,0600,none,no value
288,iAph150001.xml, τὸ μνημεῖον Ἀλκ  καὶ Ἡραίου τῶν Ἀλκ  παραχωρηθὲν τῷ πατρὶ  ?   αὐτῶν ὑπὸ Ἀττάλου   καὶ Διογένους Ζήνωνος   vac ,-0099,0099,no value,low
289,iAph110216.xml, Ν τὸ γεγραπτόν    χαῖρε παροδῖτα καὶ στ ,0101,0300,none,no value
290,iAph150338.xml, ασας μελιι ,0201,0400,no value,low
291,iAph120635.xml,Διοδ  Ἄτταλος Ἰσαγόρας,0101,0300,none,low
292,iAph130149.xml,  ἀποτείσει εἰς τὸ ἱερώτατον ταμεῖῳ δηνάρια καὶ τῇ θεᾷ Ἀφροδείτῃ δηνάρια ὧν τὸ τρίτον ἔσται τοῦ ἐκδικήσαντος  τῆς ἐπιγραφῆς ἀπετέθη ἀντίγραφον εἰς τὸ χρεοφυλάκιον ἐπὶ στεφανηφόρου  τὸ ζ Ὑψικλέους Ἀδράστοῦ το  κορ  μ  ἐν δὲ τ ταφήσονται    ειο    τὸ ζ Ὑψικλέους Ἀδράστου τοῦ Ἀδράστου μήνος  κορ  μ  ἐν δὲ ταῖς εἰσώσταις ταφήσονται οὓς ἂν ὁ  ειος βουλήθη   ,0201,0250,none,low
293,iAph120310.xml, μην  Διογένης ης Διογένους   μσνης ,0001,0400,none,no value
294,iAph080033.xml,  αὐτοκράτωρ Καῖσαρ Τραϊανὸς Σμυρναίοις   οὐδένα βούλομαι ἐκ τῶν ἐλευθέρων πόλεων ἀνανκάζεσθαι εἰς ὑμετέραν λειτουργίαν καὶ  μάλιστα ἐξ Ἀφροδεισιάδος ἐξῃρημένης τῆς πόλεως καὶ τοῦ τύπου τῆς ἐπαρχείας ὥστε μήτε  εἰς τὰς κοινὰς τῆς Ἀσίας μήτε εἰς ἑτέρας λειτουργίας ὑπάγεσθαι Τιβέριον Ἰουλιανὸν Ἄτταλον  ἀπολύω τοῦ ἐν Σμύρνῃ ναοῦ καὶ μάλιστα μαρτυρούμενον ὑπὸ τῆς ἰδίας πατρίδος ἔγραψα δὲ περὶ   τούτων καὶ Ἰουλίῳ Βάλβῳ τῷ φίλῳ μου καὶ ἀνθυπάτῳ ,0101,0300,none,no value
295,iAph010157.xml,τὴν ἀνάστασιντοῦ ἀνδριάντος πεποιῆσθαι τὸν πατέρα αὐτοῦ Διόδωρον  παρ' ἑαυτοῦ,0101,0300,none,low
296,iAph120624.xml,λλουλειτ  ,0101,0300,none,low
297,iAph080273.xml,"
 ἡ λαμπρὰ καὶ
περιφανὴς Ἀφροδι
		σιέων μητρόπολις
Βιτιανὸν τὸν λαμπρότατον
σχολαστικὸν καὶ ὑπατικὸν τὸν οἰκῖον
εὐεργέτην καὶ
ἀγωνοθέτην α
ἀνέθηκεν

 α
",0468,0567,none,low
298,iAph080709.xml, ἡ βουλὴ  καὶ ὁ δῆμος  ἐτείμησαν Φλάβιον Καρμίνιον Ἀθηναγόραν  συνκλητικὸν ὑὸν  Φλαβίας  Ἀπφίας Ἀσίας  ἀρχιερείας  καὶ Καρμινίου Κλαυδιανοῦ  νεωτέρου  τὴν δὲ  ἀνά στασιν  τοῦ ἀνδριάντος ἐποήσατο Φλαβία Ἀπφία καθὼς ὑπέσχετο   ,0201,0300,none,no value
299,iAph020304.xml,  ΕΩΣ  ΕΝ  ΤΟΝ   ,0001,0100,no value,low
300,iAph110033.xml,ὁ  καὶ ὁ πλάτας ὁ παρακείμενος καὶ ὁ περὶ αὐτοὺς περικείμενος τόπος εἰσὶν Τιβερίου Κλαυδίου Ἀντέρωτος καὶ τῶν ἐν τῷ δια τάγματι τῷ διὰ τοῦ χρεοφυλακίου δηλουμένων ,0101,0300,none,low
301,iAph010143.xml,νοσ,0101,0300,none,no value
302,iAph110039.xml,  ψυχὴ γὰρ σώματος οὐκέτι νῦν ἀλύτοις  δεσμοῖσι κρατεῖται  εἰς αἰῶνα μένουσα πάλαι  τὸν λυσιμέριμνον ,0101,0300,none,low
303,iAph130613.xml, τουτυονοσ τοῦ Ὑψικλέους  ὑπὸ Αὐρηλίας Ἀμμίας τὴν   περὶ αὐτοῦ δι  χρεοφυλάκιον ἐπὶ στεφανηφόρου  ,0101,0300,none,low
304,iAph120520.xml, ἡ βούλη καὶ ὁ δῆμος ἐτείμησεν Τιβέριον Κλαύδιον Λουκίου Ἀντωνίου Κλαυδίου Δομετείνου Διογένους Ἀσίας ἀρχιερέως καὶ νομοθέτου υἱὸν Ἄτταλον συνκλητικὸν τὸν εὐεργέτην τῆς πατρίδος,0101,0300,none,low
305,iAph121015.xml,"    ἔδοξεν τῇ βουλῇ καὶ τῷ δήμῳ γνώμῃ  




γραμματέως
 



δήμ

ου καὶ τῶν ἐπὶ τῆς χώρας στρατηγῶν ἐπεί  δι



ὰ

 



γένους

 




λαμπροῦ
 




κ
αὶ ἐνδόξου ἀφαιρεθείσα ὑπὸ τοῦ  δαίμονος  Μ



ολόσσου

 



καὶ

 



Μηνοδ

ότου τῶν τέκνων καὶ Μολόσσου καὶ name τῶν ἐκγόνων  πρὸ τῆς 




Ἀντιοχικῆς
 



πύλης

 μνημεῖον καὶ σορὸν λευκόλιθα  ἐφ′ᾧ  Μόλ



οσ

σον 



καὶ

 



Μηνόδ

οτον τὰ τέκνα καὶ Μόλοσσον καὶ  τοὺς ἐκγόνους  καὶ μετὰ τὸ ἑαυτὴν ἐνκηδευθῆναι ἐν αὐτῇ  καὶ μηδεὶς ἄλλος ἐξουσίαν  δ χωρὶς ὧν ἄν αὐτος  ων καὶ αυταπυ    δεδόχθαι τῇ βουλῇ καὶ τῷ δήμῳ  



ἐπιγραφῆ

ναι ἀντίγραφα ταύτης  χωρὶς Μηνοδότου ουδεὶς   κηδευθήσεται ἐν αὐτῷ   τῆν σορὸν ἔστω ἀσεβὴς καὶ ἐπάρατος  καὶ τυμβωρύχος  



αι

  ",0101,0200,none,low
306,iAph150219.xml, μοςε αλλαεασ Ἀτταλο ΣΩΣΤΕ ,0001,0200,none,low
307,iAph020532.xml,"
 ἐπὶ τοῦ ὁσιωτάτου ἐπισκόπου  Εὐφημίου 
",0501,0533,none,low
308,iAph110027.xml,   Διονυσίου Το  ἕτερος δὲ οὐδεὶς ἕξει ἐξουσίανἐνθάψαι τινα  ἐπει ὁστις ἐναντίον τι ποιήση ἀπο τείσει τῷ ἱερωτά τῷ ταμείῳ δηνάρια α ὧν τό τριτόν μέρος ἔσται τοῦ ἐκδικήσαντος  ,0101,0300,none,low
309,iAph050219.xml,"
 Διονύσιος Φωτείνου ἰατρός  
ς καὶ ἀναπαύσεως  ἕως κεράμου σὺν τῇ ο
νγ
ασαν 
",0401,0500,none,low
310,iAph120640.xml, ειν ἐξωτικῷ πρ νεικοῦ ἡ τοῦ Κλαυδίου γυνή εεειεεειαν ,0201,0300,none,low
311,iAph110012.xml, Τίτου Φλαβίου Τι. Φλαβίου Ἀρίστωνος  ΛΣΙΑΙ ὑπὸ αὐτοῦ καὶ εἰς τὸν Ἀμμίας τῆς   τῆς τοῦ Ζωίλου καυειλτου τῆς γυναικὸς αὐτοῦ  κεκηδεύται Ἀμμία ἡ γυνή μου μετὰ δὲ τὴν απ βουλομαι ἐν τῇ σορῷ κἀγὼ καὶ τὸ πρῶτον γεννηθησόμενον  ταῖς εἰσώσταις κηδευθήσονται οὓς ἂν ἐγὼ βουληθῶ  ρησαι τὸ δίκαιον τῆς σοροῦ ἢ τοῦ μνημείου ἕτερος δὲ οὐδεὶς  συγχώρησιν οὐδεὶς δὲ ἕξει ἐξουσιαν ἐν τῇ σορῷ ἕτερον τινα  τοιοῦτόν τι πρᾶξαι ἔστω ἀσεβὴς καὶ ἐπάρατος καὶ τυμβωρύχος καὶ προσαποτεισάτω εἰς τειμὰς τῶν Σεβαστῶν ἀργυρίου δηνάρια Ϛ ὧν τὸν τρίτον μέρος ἔστω τοῦ ἐκδικήσαντοςτῆς δὲ ἐπιγραφῆς ταύτης ἀποτεθεῖσθαι ἀντίγραφον εἰς τὸ χρεοφυλάκιον κτλ  ,0001,0300,none,no value
312,iAph110056.xml, ὁ βωμὸς καὶ ἡ ἐπικειμένη σορὸς κατεσκευάσθησαν   ὑπὸ Τιβερίου Ἰουλίου   Ἰουλιανοῦ εἰς ἣν σορὸν ταφήσονται ὁ πατὴρ   βιανὸς  καὶ Οὐλπία Κ  αὐτοῦ ἕτερος δὲ οὐδεὶς ἕξει ἐξουσίαν   αὐτήν  ἐὰν  δέ τις ἐπιχειρήσῃ ἐνθάψαι ἢ ἐκθάψαι τινὰ  τῶν ἐνκηδευθησομένων σωματείων ἢ   τῶν διατεταγμένων   ,0201,0233,none,low
313,iAph050003.xml,ΔιογένηςΛέοντος τοῦἹέρωνος τοῦΔιογένους τοὺς ἕξ κείονας σὺνσπείραις καὶκεφαλεῖσιν ἐκ τῶν ἑαυτοῦ τῷ Δήμῳ,0101,0200,none,low
314,iAph080210.xml,"Διῒ  Φιλίωι καὶ Ὁμονοίαι καὶΘεᾶι Ῥώμηι οἱ δῆμοι οἵ τε Πλαρασέων καὶ Ἀφροδισιέων καὶ ὁ Κιβυρατῶν καὶ ὁ Ταβηνῶν ποιησάμενοι καὶ ὅρκιακαθ' ἱερῶν νεοκαύτων καὶ σφάγια ὑπὲρ τῆς πρὸς ἀλλήλους φύσει συμμαχίας καὶ ὁμονοίαςαἰωνίου καὶ ἀδελφότητος καὶ ὑπὲρ τοῦ μηθὲν ὑπεναντίονπράξειν μήτε Ῥωμαίοις μήτεαὑτοῖς καὶ μήτε τινὰ γράψαι μήτε εἰπεῖν,  μήτε εἰσαγγεῖλαι μήτε ἀναγράψαι κατὰ τῶν ἐν τοῖςὅρκοις ἀναγεγραμμένων τὸν δὲ πράξαντά τι κατὰ τούτων ἐξώλη εἶναι,  καὶ αὐτόν,  καὶ γενεάν,  καὶ ἔνοχον εἶναι θανάτῳ,  καὶ εὐθύνεσθαι ὑπὸ τοῦ βουλομένουκαὶ κατὰ τὰς κοινὰς συνθήκαςἀγαθὰ δὲ ἀλλήλοις ὅσα ἂν δυνατὸν ἦι συνπράξειν ἀπροφασίστως καὶ τὰ συνωμολογημένα τηρήσειν ",-200,-101,none,low
315,iAph110305.xml,"

ἀγῶνος  μου  σικοῦ τῶν ἀπὸ τῆς συνόδου θέματα τὰὑπογεγραμμένασαλπικτῇ δηνάρια ρν κήρυκι δηνάρια ρνἐνκωμιογράφῳ δηνάρια σ ποιητῇ δηνάρια σπαιδὶ κιθαρῳδῷ δηνάρια ρνπυθικῷ αὐλητῇ δηνάρια σκωμῳδῷ δηνάρια υτραγ̣ῳδῷ δηνάρια φκυκλίῳ αὐλητῇ δηνάρια τνἀνδρὶ κιθαρῳδῷ δηνάρια φ διὰ πάντων δηνάρια σεἰς δὲ τὸν γυμνικὸν δηνάρια τῶν πολειτῶν παί  δων ἀγῶνασταδιαδρόμῳ ἀνδρὶ δηνάρια απαλαιστῇ ἀνδρὶ δηνάρια ασπανκρατιαστῇ ἀνδρὶ δηνάρια ασπύκτῃ ἀνδρὶ δηνάρια ασἀνδρὶ κιθαρῳδῷ δηνάρια γσν δευτερείου δηνάρια αποιητῇ Ῥωμαικῷ δηνάρια  ποιητῇ δηνάρια διὰ πάντων δηνάρια αγραμματεῖ δηνάρια φνπανηγυριάρχῃ δηνάρια βήλων καὶ τῶνδιὰ θεάτρου δηνάρια α


σαλπικτῇ δηνάρια φκήρυκι̣                  δηνάρια φπυθ̣ικῷ αὐλητῇ δηνάρια αυ δευτερείου δηνάρια υκυκλίῳ αὐλητῇ δηνάρια αφ
 δευτερείου δηνάρια φκωμῳδῷ δηνάρια αχ δευτερείου δηνάρια φ τριτείου δηνάρια ττραγῳδῷ δηνάρια βψδευτερείου δηνάρια ω τριτείου δηνάρια χ ἀνδρὶ δολιχαδρόμῳ δηνάρια β ἀγενείοις  σταδιαδρόμῳ δηνάρια β πεντάθλῳ δηνάρια α παλαιστῇ δηνάρια γωπύκτῃ δηνάρια γω πανκρατιαστῇ δηνάρια ε ἀνδρὶ πεντάθλῳ δηνάρια ατμ παιδὶ σταδιαδρόμῳ δηνάρια αυ παισὶν παλαιστῇ δηνάρια  πύκτῃ δηνάρια  παγκρατιαστῇ δηνάρια   ἀνδράσιν  παλαιστῇ δηνάρια πύκτῃ δηνάρια  πανκρατιαστῇ δηνάρια  ὁπλειτοδρόμῳ δηνάρια  κέλητι  τελείῳ δηνάρια  κέλητι πωλικῷ δηνάρια  συνωρίδι τελείᾳ δηνάρια  συνωρίδι πωλικῇ δηνάρια  δευτερείου πωλικοῦ δηνάρια τν ἅρματι τελείῳ δηνάρια αφ ἅρματι πωλικῷ δηνάρια α ἅρματος τὸ β τελείου δηνάρια φ ξυστάρχῃ εἰς ἀναπλήρωσιν δηνάρια ψμεεἱμαντοπαρόχῳ δηνάρια τα ἀφετηρίας μαγγάνων δηνάρια τ

σκάμματος καὶ πηλώματος δηνάρια υ εἰς ἔλαιον δηνάρια βἀγαλματοποιοῖς δηνάρια αφ χοροκιθαρεῖ δηνάρια φχοραύλῃ δηνάρια ψν κιθαρῳδῷ δηνάρια αφ δευτερείου δηνάρια υ πυρρίχῃ δηνάρια φ σατύρῳ δηνάρια ρνδιὰ πάντων δηνάρια φ θέματα γυμνικά   παιδὶ δολιχαδρόμῳ δηνάρια φ παιδὶ σταδιαδρόμῳ δηνάρια φκε παιδὶ διαυλοδρόμῳ δηνάρια φπαιδὶ πεντάθλῳ δηνάρια φ παιδὶ παλαιστῇ δηνάρια φ παιδὶ πύκτῃ δηνάρια απαιδὶ  πανκρατιαστῇ δηνάρια αχν ἀγενείῳ σταδιαδρόμῳ δηνάρια ψν ἀγενείῳ πεντάθλῳ δηνάρια τπε ἀγενείῳ παλαιστῇ δηνάρια α ἀγενείῳ πύκτῃ δηνάρια αφ ἀγενείῳ πανκρατιαστῇ δηνάρια αφ ἀνδρὶ δολιχαδρόμῳ δηνάρια ψν  ἀνδρὶ σταδιαδρόμῳ δηνάρια ασν ἀνδρὶ διαυλα̣δρόμῳ δηνάρια α ἀνδρὶ πεντάθλῳ δηνάρια φ ἀνδρὶ παλαιστῇ δηνάρια βἀνδρὶ πύκτῃ  δηνάρια β ἀνδρὶ πανκρατιαστῇ δηνάρια γ ὁπλειτοδρόμῳ δηνάρια φ ἀποβάτῃ δηνάρια σν ἱππικῷ δηνάρια ψν σκαμματος καὶ μαγγάνων εἰς τὸ στάδιον δηνάρια φἱμάντων μισθός δηνάρια σν ξ̣υστάρχῃ εἰς ἀναπλή   ρωσιν δηνάρια χοδ ἀνδριάντος  δηνάρια α 
",0101,0300,none,low
316,iAph120101.xml,"
Φλάουιον
Κωστάντιον τὸν λαμπρότατον ἡγεμόνα ἡ βουλὴ καὶ ὁ δῆμος 

 μετὰ τῶν ἄλλων ἔργων καὶ τὸ τεῖχος ἀναστήσαντα  Α  Ω
 ἐπὶ εὐτυχίᾳ τῆς λαμπρᾶς Σταυρουπολίτων μητροπόλεως καὶ τοῦτο τὸ ἔργον τῆς πύλης  ἀναινεώθη

ἐπὶ Φλαουίου Ἀμπελίου τοῦ ἐλλογιμοωτάτου
σχολαστικοῦ
καὶ πατρός 
ἰνδικτίωνος

η

",0365,0370,both,low
317,iAph121005.xml,ὁ βωμὸς καὶ ἡ σορός ,0001,0400,no value,low
318,iAph050014.xml,"
 ἐπὶ Φλαβίου Φωτίου σχολαστικοῦ καὶ πατρός  
",0468,0600,none,low
319,iAph130611.xml, σασνον μεν ἁπάλαις  εσονται ,0101,0300,none,no value
320,iAph050217.xml,τὸν ἐκ τῆς θείας γονῆςθεοφιλέστατονΦλάουιον Ὁνώριοντὸν ἐπιφανέστατον Φλάουιος Εὐτόλμιος Τατιανὸς ὁ λαμπρότατοςἔπαρχος τοῦ ἱεροῦ πραιτωρίουτῇ συνήθει καθοσιώσειἀφιέρωσενἐπὶ Ἀντωνίου Πρίσκου τοῦ λαμπροτάτου ἡγεμόνος,0388,0392,both,no value
321,iAph050008.xml, Γαΐα Τατία Χρησστεῖναἀρχιέρεια θυγάτηρ πόλεως τῇ Πατρίδι ,0151,0200,no value,low
322,iAph130116.xml, Νίκη πάρειμι θεογενεῖ  Καίσαρι ἀεὶ   θεοῖς Σεβαστοῖς καὶ τῶι  Δήμωι τὴν Νίκην καὶ τὸν  λέοντα  Καλλικράτης  Μολοσσοῦ ἱερεὺς Μηνὸς Ἀσκαινοῦ καὶ Ἑρμοῦ Ἀγοραίου τὰ προγονικὰ ἀναθήματα αὐτὸς ἐπισκευάσας ἀποκαθέστησεν  ,-0038,-0027,no value,low
323,iAph010034.xml,"Νικηφόρος
 Μιχαὴλ ὑποδιάκονος τοῦ  Μιχαὴλ πατ 

βαδκν Μιχαήλ  Ἰωάννης τουο 
ΚωνσταντῖνοςΜιχαήλ 
 Κωνσταντῖνος απω πλωιιι πιστ
Κωνσταντῖνος ὁ γράψας 
ιιω
Μιχαὴλ υιλ τὸν δοῦλον Χριστοῦ ",0401,0600,none,low
324,iAph020525.xml,  ζήσασαν βίον  κόσμιον  ενδει  κνυμένην   ἡμῶν διδο  εἰς παραμυθίαν  ους καὶ Ἀδραστ  ιἐτείμησαν οπλii  ος ἐν παντὶ ελ και προμοίρως ὁ δεδ ιεν ἀξίαν τῶν ἤθῶν μαρτυρίαν   ους τοῦ ἀνδρὸς αὐτῆς καὶ Ξεν ων αὐτῶν ομένων ἀρχαιρεσιῶν  δεδόχθαιτῇ βουλῇ καὶ τῷ δήμῳ  ουσαν Ἀπφίαν   ,0201,0300,none,low
325,iAph080226.xml,Ν  ἔθνους  ,0001,0400,none,no value
326,iAph030102.xml, δη,0001,0100,none,no value
327,iAph080081.xml,"

μ
  Καρμινίας Κλαυδιανῆς ",0101,0600,none,no value
328,iAph130614.xml, ου  Διογένους  γ,0101,0400,none,low
329,iAph120541.xml,αβιεουΠοστύμιος,0501,0600,none,no value
330,iAph130612.xml,  ἐν τῇ  σορῷ ἐντέθαπται Λουκία Ἀντωνιάνη σύντροφος τοῦ Θεοφίλου τεθήσεται δὲ ἐν μὲν τῇ σορῷ Θεόφιλος ὁ κατεσκευάσας τὸ ἡρῶον καὶ Λουκία Ἀντωνία Αὐρηλία Ἀρίστη Καλλίου ἡ θυγατηρ τῆς Ἀπφίας ης ἀνατεθραμμένη δὲ ὑπὸ τοῦ Θεοφίλου οὐδεὶς δ' ἕτερος ἕξει ἐξουσίαν ἐνταφῆναι ἐν τῇ σορῷ ἢ ἐκθάψαι τινα τῶν ἐνταφέντων,0101,0300,none,low
331,iAph080029.xml,  Καῖσαρ Στεφάνῳ  χαίρειν   ὡς Ζωΐλον τὸν ἐμὸν φιλῶ ἐπίστασαι τὴν πατρίδα αὐτοῦ ἠλευθέρωσα καὶ Ἀντωνίῳ συνέστησα  ὡς Ἀντώνιος ἄπεστιν δὸς ἐργασίαν μή τις αὐτοῖς ἐπιβάρησις γένηται μίαν πόλιν ταύτην  ἐξ ὅλης τῆς Ἀσίας ἐμαυτῷ εἴληπφα   τούτους οὕτω θέλω φυλαχθῆναι ὡς ἐμοὺς πολείτας   ὄψομαι ὡς τὴν ἐμὴν σύνστασιν ἐπὶ πέρας ἀγάγῃς ,0101,0300,none,no value
332,iAph010156.xml,ορ λ,0101,0300,none,low
333,iAph080902.xml,ΙΟΝ ἐνγραφ  Ἰουλιανοῦ  Τ ,0001,0600,none,no value
334,iAph040311.xml,"
τὸν εὐσεβέστα
τον καὶ καλλί
		νικον ἡμῶν
δεσπότην Φλάουιον
Ἰουστινιανόν

",0501,0600,none,low
335,iAph150103.xml, ΝΑΠ ΕΤΡ ΗΣΤ  ,0301,0500,no value,no value
336,iAph120509.xml,   κληρονόμων  διαδόχων τε  αὐτῶν καὶ ὧν  ἂν αὐτοὶ βου  ληθῶσιν ἢ διατάξωνται  ,0001,0400,none,low
337,iAph120802.xml,τους τὴν στεφανη φόρον ,0001,0100,none,no value
338,iAph010165.xml,  ἀντίγραφον ταύτης τῆς ἐπιγράφης ἀπετέθη εἰς τὸ χρεοφυλάκιον ,0101,0300,none,no value
